Metagenome	Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination	Domain	Phylum	Class	Order	Family	Genus	Species	FastANI Reference	FastANI Reference Radius	FastANI Taxonomy	FastANI ANI	FastANI Alignment Fraction	Closest Placement Reference	Closest Placement Taxonomy	Closest Placement ANI	Closest Placement Alignment Fraction	Classification Method	Note	Other Related References	MSA AA Percent	RED Value	Warnings	...2	BinContigLenSum	hallmarkSum	gcMean	seqname	max_contigLen	max_score	max_contigLenGroup	full-partial	bin_high_group	bin_high_ContigLenSum	GroupPercent
B2	bin.007	k__Bacteria	5449	104	58	60	25	19	0	0	0	62.54	27.59	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	33.19	0.8295568017	Genome has more than 19.2% of markers with multiple hits	6	4674284	0	68	NODE_499_length_61049_cov_9.771650	61049	NA	Bacteria?	NA	Bacteria?	4628116	99
B2	bin.008	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	33774	0	63	NODE_12339_length_8984_cov_2.891477	8984	NA	Bacteria?	NA	Bacteria?	33774	100
B2	bin.009	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	800982	10	54	NODE_482_length_62104_cov_6.460040	62104	NA	Bacteria?	NA	Bacteria?	573238	71
B2	bin.010	k__Bacteria	924	151	101	76	32	27	15	0	1	50.89	45.78	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	23.13	0.8712180827	Genome has more than 32.5% of markers with multiple hits	9	1247495	4	51	NODE_1125_length_41795_cov_5.722784	41795	NA	Bacteria?	NA	Bacteria?	1070235	85
B2	bin.011	k__Bacteria	5449	103	58	93	10	0	0	0	0	16.38	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	41117	0	60	NODE_17679_length_6981_cov_2.438059	6981	NA	Bacteria?	NA	Bacteria?	41117	100
B2	bin.012	o__Burkholderiales	107	574	251	88	468	18	0	0	0	91.78	3.24	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Collimonas		-	-	-	-	-	GCF_001584185.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Collimonas;s__Collimonas pratensis	93.55	0.88	taxonomic classification defined by topology and ANI	-	GCF_002564105.1, s__Collimonas sp00256...	67.06	0.9980756065	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	11	4884450	16	60	NODE_74_length_150404_cov_7.386494	150404	NA	Bacteria?	NA	Bacteria?	4835869	99
B2	bin.013	k__Bacteria	5449	104	58	13	91	0	0	0	0	80.46	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA6065			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	62.52	0.8282038453	-	12	606032	0	51	NODE_46_length_179541_cov_45.640083	179541	NA	Bacteria?	NA	Bacteria?	606032	100
B2	bin.014	k__Bacteria	88	227	146	33	192	2	0	0	0	84.93	1.37	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	CAITEC01		-	-	-	-	-	GCA_903891325.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__CAITEC01;s__CAITEC01 sp903891325	76.87	0.21	taxonomic classification defined by topology and ANI	-	-	73.48	0.947813147	-	13	1863504	0	63	NODE_5_length_353616_cov_10.504216	353616	NA	Bacteria?	NA	Bacteria?	1863504	100
B2	bin.015	k__Bacteria	2258	185	115	23	147	15	0	0	0	83.83	5.48	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Palsa-89		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003166865.1, s__Palsa-89 sp0031668...	81	0.9150536767	-	14	4850605	2	61	NODE_61_length_161929_cov_5.296051	161929	NA	Bacteria?	NA	Bacteria?	4817440	99
B2	bin.016	k__Archaea	207	149	107	140	9	0	0	0	0	1.83	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	285026	2	47	NODE_13_length_285026_cov_8.358107	285026	0.907	NCLDV	|0_partial	NCLDV	285026	100
B2	bin.017	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	138166	3	30	NODE_4847_length_17176_cov_3.938205	17176	0.987	dsDNAphage	|full	dsDNAphage	116944	84
B2	bin.018	k__Bacteria	901	171	117	130	30	11	0	0	0	25.54	8.12	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Lustribacter		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	15.6	0.915247814	-	17	179643	0	63	NODE_12080_length_9138_cov_2.941319	9138	NA	Bacteria?	NA	Bacteria?	168312	93
B2	bin.019	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	234673	12	30	NODE_22_length_234673_cov_9.044660	234673	1	dsDNAphage	|full	dsDNAphage	234673	100
B2	bin.020	k__Bacteria	2258	187	116	4	180	3	0	0	0	98.44	2.16	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terracidiphilus		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003170825.1, s__Terracidiphilus sp...	93.15	0.9246063052	-	19	4396232	4	63	NODE_3_length_440350_cov_109.518941	440350	NA	Bacteria?	NA	Bacteria?	4261696	96
B2	bin.021	k__Bacteria	924	151	101	50	95	6	0	0	0	64.81	4.46	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	PMNU01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	61.92	0.8791344963	-	20	1548596	1	49	NODE_595_length_56941_cov_6.074166	56941	NA	Bacteria?	NA	Bacteria?	1394274	90
B2	bin.022	k__Bacteria	5449	104	58	73	31	0	0	0	0	47.57	0	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	38.87	0.9224627543	-	21	5291034	16	62	NODE_366_length_70460_cov_5.998977	70460	0.907	dsDNAphage	|full	Bacteria?	4933562	93
B2	bin.023	o__Rhodospirillales	63	336	201	175	149	12	0	0	0	50.89	3.68	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	42.35	0.8965117348	-	22	891049	0	62	NODE_3708_length_20494_cov_4.516170	20494	NA	Bacteria?	NA	Bacteria?	877340	98
B2	bin.024	k__Bacteria	5449	104	58	79	25	0	0	0	0	41.38	0	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		-	-	-	-	-	GCA_003165495.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003165495	77.73	0.3	taxonomic classification defined by topology and ANI	-	GCA_003134045.1, s__Bog-1198 sp0031340...	32.82	0.9646470585	-	23	1651863	3	61	NODE_1846_length_31698_cov_4.393515	31698	NA	Bacteria?	NA	Bacteria?	1626579	98
B2	bin.025	root	5656	56	24	56	0	0	0	0	0	0	0	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Palsa-343		-	-	-	-	-	GCA_003167515.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-343;s__Palsa-343 sp003167515	78.4	0.36	taxonomic classification defined by topology and ANI	-	GCA_003166955.1, s__Palsa-343 sp003166...	11.24	0.9811914378	-	24	735991	0	62	NODE_445_length_64657_cov_10.349927	64657	NA	Bacteria?	NA	Bacteria?	735991	100
B2	bin.026	k__Bacteria	924	151	101	114	35	2	0	0	0	21.86	1.98	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	Staskawiczbacteraceae	2-02-FULL-43-16		-	-	-	-	-	GCA_001821935.1	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__2-02-FULL-43-16;s__2-02-FULL-43-16 sp001821935	76.86	0.32	taxonomic classification defined by topology and ANI	-	-	20.05	0.9211929653	-	25	46003	0	42	NODE_18678_length_6727_cov_2.848022	6727	0.567	NCLDV	|full	Bacteria?	22155	48
B2	bin.027	k__Bacteria	88	230	148	107	122	1	0	0	0	57.71	0.03	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	JABDFI01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	46.02	0.8568054567	-	26	546489	0	50	NODE_3699_length_20524_cov_4.108212	20524	NA	Bacteria?	NA	Bacteria?	527528	96
B2	bin.028	k__Bacteria	5449	102	56	97	5	0	0	0	0	8.93	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	471336	0	34	NODE_143_length_112630_cov_11.552423	112630	NA	Bacteria?	NA	Bacteria?	464552	98
B2	bin.029	k__Bacteria	924	161	108	56	102	3	0	0	0	62.29	2.16	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150		-	-	-	-	-	GCA_003133385.1	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA5150;s__UBA5150 sp003133385	78.12	0.25	taxonomic classification defined by topology and ANI	-	-	55.73	0.9647332491	-	28	962689	1	45	NODE_1132_length_41527_cov_5.533179	41527	NA	Bacteria?	NA	Bacteria?	902668	93
B2	bin.030	p__Bacteroidetes	364	303	203	30	265	8	0	0	0	92.41	2.59	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium		-	-	-	-	-	GCA_013289065.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp013289065	88.5	0.65	taxonomic classification defined by topology and ANI	-	GCF_009939005.1, s__Sediminibacterium ...	79.31	0.989994833	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	29	3328393	1	41	NODE_818_length_48704_cov_4.316862	48704	NA	Bacteria?	NA	Bacteria?	3205404	96
B2	bin.031	o__Rickettsiales	83	324	211	250	74	0	0	0	0	20.68	0	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	21.64	0.8119418554	-	30	168055	0	40	NODE_9030_length_11238_cov_3.541715	11238	NA	Bacteria?	NA	Bacteria?	168055	100
B2	bin.032	k__Bacteria	5449	104	58	5	45	40	9	3	2	93.97	76.23	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terracidiphilus		-	-	-	-	-	GCA_003166055.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003166055	81.77	0.56	taxonomic classification defined by topology and ANI	-	GCA_003170825.1, s__Terracidiphilus sp...	30.16	0.9663378926	Genome has more than 62.5% of markers with multiple hits	31	15225398	43	57	NODE_27_length_218988_cov_8.066929	218988	NA	Bacteria?	NA	Bacteria?	14461233	94
B2	bin.033	k__Bacteria	5449	101	57	83	18	0	0	0	0	28.07	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		-	-	-	-	-	GCA_003140665.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447 sp003140665	78.66	0.42	taxonomic classification defined by topology and ANI	-	GCA_003164715.1, s__Palsa-1447 sp00316...	24.02	0.9724922274	-	32	240012	8	64	NODE_8236_length_11963_cov_5.138058	11963	0.993	dsDNAphage	|full	Bacteria?	199976	83
B2	bin.034	root	5656	56	24	55	1	0	0	0	0	4.17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	200872	0	62	NODE_2369_length_27180_cov_7.700276	27180	NA	Bacteria?	NA	Bacteria?	188558	93
B2	bin.035	k__Bacteria	5449	103	57	13	73	17	0	0	0	80.54	7.02	Bacteria	Dependentiae	Babeliae	Babeliales				-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	56.84	0.7228009514	-	34	807762	1	35	NODE_2266_length_27949_cov_4.346813	27949	NA	Bacteria?	NA	Bacteria?	739915	91
B2	bin.036	k__Archaea	207	149	107	142	7	0	0	0	0	0.9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	147707	0	39	NODE_8726_length_11492_cov_3.029641	11492	NA	Bacteria?	NA	Bacteria?	135947	92
B2	bin.037	k__Bacteria	924	151	101	93	58	0	0	0	0	32.39	0	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	40.16	0.8825135099	-	36	632608	8	37	NODE_1556_length_34934_cov_4.738553	34934	0.98	dsDNAphage	|full	Bacteria?	492402	77
B2	bin.038	root	5656	56	24	54	2	0	0	0	0	8.33	0	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales				-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	11.99	0.7020078434	-	37	330779	13	66	NODE_5910_length_15051_cov_4.727061	15051	NA	Bacteria?	NA	Bacteria?	247531	74
B2	bin.039	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	269659	7	38	NODE_2143_length_28991_cov_4.280550	28991	0.733	dsDNAphage	|full	dsDNAphage	159119	59
B2	bin.040	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	625317	0	47	NODE_1330_length_38641_cov_8.189758	38641	NA	Bacteria?	NA	Bacteria?	454544	72
B2	bin.041	k__Bacteria	5449	101	57	78	23	0	0	0	0	38.6	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	18.28	0.8782523218	-	40	855570	6	60	NODE_2153_length_28890_cov_13.840610	28890	NA	Bacteria?	NA	Bacteria?	796080	93
B2	bin.042	k__Bacteria	5449	104	58	1	8	11	10	4	70	99.84	1208.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41	77342142	394	58	NODE_57_length_164819_cov_6.992383	164819	NA	Bacteria?	NA	Bacteria?	71671264	92
B2	bin.043	k__Bacteria	5449	104	58	57	46	1	0	0	0	64.62	0.86	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	50.86	0.8550762954	-	42	1295907	3	62	NODE_1221_length_40011_cov_6.370758	40011	NA	Bacteria?	NA	Bacteria?	1226926	94
B2	bin.044	k__Bacteria	901	171	117	55	115	1	0	0	0	58.52	0.85	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	69.23	0.8792477874	-	43	931206	0	51	NODE_26_length_220879_cov_17.388758	220879	NA	Bacteria?	NA	Bacteria?	931206	100
B2	bin.045	p__Proteobacteria	2231	190	119	97	53	26	10	3	1	52.71	34.87	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	30.36	0.8332830056	Genome has more than 20.8% of markers with multiple hits	44	3261521	37	35	NODE_1825_length_31939_cov_5.773303	31939	0.92	dsDNAphage	|full	Bacteria?	2443725	74
B2	bin.046	k__Bacteria	5449	104	58	104	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	347700	31	36	NODE_677_length_54066_cov_5.017478	54066	1	dsDNAphage	|full	dsDNAphage	319660	91
B2	bin.047	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	170722	0	61	NODE_5472_length_15851_cov_4.268106	15851	NA	Bacteria?	NA	Bacteria?	149701	87
B2	bin.048	k__Bacteria	5449	103	58	71	29	3	0	0	0	42.4	5.17	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	PMNU01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	30.38	0.8736831617	-	47	360082	0	52	NODE_5331_length_16154_cov_3.373626	16154	NA	Bacteria?	NA	Bacteria?	327098	90
B2	bin.049	c__Alphaproteobacteria	564	349	230	119	215	15	0	0	0	70.82	3.33	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		-	-	-	-	-	GCA_003139615.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium sp003139615	77.77	0.28	taxonomic classification defined by topology and ANI	-	-	48.56	0.9207374084	-	48	2933075	4	62	NODE_208_length_91522_cov_7.483005	91522	NA	Bacteria?	NA	Bacteria?	2869627	97
B2	bin.050	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	216371	14	49	NODE_30_length_216371_cov_49.359141	216371	1	dsDNAphage	|full	dsDNAphage	216371	100
B2	bin.051	k__Bacteria	88	230	148	76	142	11	1	0	0	72.03	6.78	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	UBA1321	JABDGH01		-	-	-	-	-	-	-	-	-	ANI	-	GCA_013285645.1, s__JABDGH01 sp0132856...	53.15	0.9334421123	-	50	2219984	2	58	NODE_726_length_52120_cov_5.907865	52120	NA	Bacteria?	NA	Bacteria?	2116948	95
B2	bin.052	k__Bacteria	5449	104	58	21	38	36	9	0	0	93.01	72.99	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Palsa-343		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003131625.1, s__Palsa-343 sp003131...	31.41	0.9226968847	Genome has more than 54.2% of markers with multiple hits	51	9625335	13	61	NODE_184_length_99103_cov_12.889660	99103	0.987	dsDNAphage	|full	Bacteria?	9433257	98
B2	bin.053	k__Bacteria	924	151	101	56	68	22	4	1	0	56.71	21.75	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	CAJCIR01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	42.88	0.9021761541	Genome has more than 15.8% of markers with multiple hits	52	617921	0	41	NODE_5706_length_15387_cov_3.718497	15387	NA	Bacteria?	NA	Bacteria?	531195	85
B2	bin.054	k__Bacteria	2258	187	116	49	135	3	0	0	0	78.81	2.59	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terracidiphilus		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003170825.1, s__Terracidiphilus sp...	72.19	0.9226282928	-	53	3251551	7	62	NODE_102_length_126058_cov_12.257446	126058	NA	Bacteria?	NA	Bacteria?	3147274	96
B2	bin.055	k__Bacteria	88	227	146	34	188	5	0	0	0	89.08	2.77	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		-	-	-	-	-	GCA_003140665.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447 sp003140665	79.77	0.43	taxonomic classification defined by topology and ANI	-	GCA_003164715.1, s__Palsa-1447 sp00316...	69.15	0.9719257247	-	54	2779932	1	67	NODE_267_length_81548_cov_8.579731	81548	NA	Bacteria?	NA	Bacteria?	2756587	99
B2	bin.056	k__Bacteria	5449	104	58	10	16	29	21	27	1	95.3	192.47	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terracidiphilus		-	-	-	-	-	GCA_003140785.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003140785	77.84	0.36	taxonomic classification defined by topology and ANI	-	GCA_003170825.1, s__Terracidiphilus sp...	10.14	0.9665329517	Genome has more than 85.8% of markers with multiple hits	55	14088160	8	60	NODE_66_length_156258_cov_7.113468	156258	NA	Bacteria?	NA	Bacteria?	13946800	98
B2	bin.057	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	243143	10	50	NODE_209_length_91504_cov_5.160166	91504	1	dsDNAphage	|full	dsDNAphage	243143	100
B2	bin.058	k__Bacteria	924	151	101	41	107	3	0	0	0	63.66	2.97	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	67.74	0.8775267189	-	57	856844	0	52	NODE_14_length_268503_cov_30.224923	268503	NA	Bacteria?	NA	Bacteria?	856844	100
B2	bin.059	k__Bacteria	901	171	117	82	89	0	0	0	0	52.58	0	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	55.61	0.8817334553	-	58	797528	0	50	NODE_275_length_80665_cov_9.758033	80665	NA	Bacteria?	NA	Bacteria?	782558	98
B2	bin.060	k__Bacteria	924	151	101	48	95	8	0	0	0	62.07	6.93	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920	PALSA-1336		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	53.52	0.9133233159	-	59	798180	0	44	NODE_2415_length_26808_cov_4.106941	26808	NA	Bacteria?	NA	Bacteria?	742065	92
B2	bin.061	k__Bacteria	5449	104	58	63	34	6	1	0	0	59.8	13.79	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter		-	-	-	-	-	GCF_009766065.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter sp009766065	91.23	0.53	taxonomic classification defined by topology and ANI	-	GCF_002001165.1, s__Rhodanobacter sp00...	34.68	0.9952393238	Genome has more than 13.3% of markers with multiple hits	60	1326050	0	62	NODE_3368_length_21748_cov_3.451021	21748	NA	Bacteria?	NA	Bacteria?	1293901	97
B2	bin.062	k__Bacteria	5449	104	58	5	53	43	3	0	0	99.22	66.04	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	JABCZH01		-	-	-	-	-	GCA_013289795.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__JABCZH01;s__JABCZH01 sp013289795	82.85	0.63	taxonomic classification defined by topology and ANI	-	-	34.78	0.9732387958	Genome has more than 59.2% of markers with multiple hits	61	9968137	14	57	NODE_31_length_213621_cov_14.494868	213621	NA	Bacteria?	NA	Bacteria?	9527592	95
B2	bin.063	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	263479	1	37	NODE_190_length_96656_cov_7.650469	96656	NA	Bacteria?	NA	Bacteria?	151874	57
B2	bin.064	k__Bacteria	5449	104	58	0	9	27	51	15	2	100	176.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	10849021	23	62	NODE_12_length_297226_cov_10.909298	297226	NA	Bacteria?	NA	Bacteria?	10470272	96
B2	bin.065	k__Bacteria	5449	104	58	20	43	22	11	7	1	85.89	63.56	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	JABDEM01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	38.73	0.857627889	Genome has more than 42.5% of markers with multiple hits	64	1568397	8	40	NODE_5375_length_16045_cov_4.129644	16045	NA	Bacteria?	NA	Bacteria?	1419078	90
B2	bin.066	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	540467	18	41	NODE_118_length_119682_cov_6.306896	119682	0.92	dsDNAphage	|full	dsDNAphage	419714	77
B2	bin.067	k__Bacteria	901	171	117	42	129	0	0	0	0	68.21	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	67.82	0.9106321677	-	66	923595	0	54	NODE_42_length_185913_cov_21.045357	185913	NA	Bacteria?	NA	Bacteria?	910206	98
B2	bin.068	k__Bacteria	88	230	148	61	168	1	0	0	0	86.57	0.23	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	PALSA-1444		-	-	-	-	-	GCA_013286675.1	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__PALSA-1444 sp013286675	85.47	0.67	taxonomic classification defined by topology and ANI	-	GCA_003153295.1, s__PALSA-1444 sp00315...	62.72	0.9835311532	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	67	1748562	0	44	NODE_377_length_69662_cov_7.846768	69662	NA	Bacteria?	NA	Bacteria?	1726259	98
B2	bin.069	k__Bacteria	88	230	148	11	217	2	0	0	0	94.59	1.35	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	GCA_003133815.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815	83.41	0.53	taxonomic classification defined by topology and ANI	-	GCA_003139955.1, s__UBA11358 sp0031399...	86.24	0.9562283362	-	68	2969007	0	54	NODE_23_length_228427_cov_26.443338	228427	NA	Bacteria?	NA	Bacteria?	2944252	99
